Unnamed: 0,label,prompt_prompt1_en_short_temp_0_gpt4,response_prompt1_en_short_temp_0_gpt4,isMatch_prompt1_en_short_temp_0_gpt4,prompt_prompt1_en_short_temp_0_gpt3.5-0301,response_prompt1_en_short_temp_0_gpt3.5-0301,isMatch_prompt1_en_short_temp_0_gpt3.5-0301
69,False,"Are the following two products the same?
Product 1: Title: instant architect design suite
Description: instant architect design suite (win 98 me nt 2000 xp)
Product 2: Title: instant landscape design 3.0
Description: from shrubbery to sandboxes; gravel to gateposts now you can design the lawn and garden of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant landscape design 3.0 on cd-rom. developed ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant architect design suite
Description: instant architect design suite (win 98 me nt 2000 xp)
Product 2: Title: instant landscape design 3.0
Description: from shrubbery to sandboxes; gravel to gateposts now you can design the lawn and garden of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant landscape design 3.0 on cd-rom. developed ...

Answer with 'True' or 'False'.",False.,False
70,False,"Are the following two products the same?
Product 1: Title: instant architect design suite
Description: instant architect design suite (win 98 me nt 2000 xp)
Product 2: Title: instant home design 3.0
Description: from windows to walls; railings to roofs now you can design the home of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant home design 3.0 on cd-rom. developed especially for the at-home user ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant architect design suite
Description: instant architect design suite (win 98 me nt 2000 xp)
Product 2: Title: instant home design 3.0
Description: from windows to walls; railings to roofs now you can design the home of your dreams with a few clicks of the mouse and the powerful user-friendly tech tools exclusive to instant home design 3.0 on cd-rom. developed especially for the at-home user ...

Answer with 'True' or 'False'.",False.,False
71,False,"Are the following two products the same?
Product 1: Title: instant immersion spanish deluxe 2.0
Description: topics entertainment instant immersion spanish deluxe 2.0. you set the pace for learning with this series of personalized beginner intermediate and advanced programs. with entertaining instruction on 20 key lessons including vocabulary grammar and ph
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant immersion spanish deluxe 2.0
Description: topics entertainment instant immersion spanish deluxe 2.0. you set the pace for learning with this series of personalized beginner intermediate and advanced programs. with entertaining instruction on 20 key lessons including vocabulary grammar and ph
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False.,False
72,False,"Are the following two products the same?
Product 1: Title: instant immersion hawaiian audio
Description: none
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant immersion hawaiian audio
Description: none
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False.,False
73,False,"Are the following two products the same?
Product 1: Title: instant immersion japanese 2.0
Description: with instant immersion japanese deluxe you'll get entertaining instruction on japanese that moves at your own pace. build your speaking skills with the advanced speech recognition tools while the expert lessons make learning to read & write japanese 
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant immersion japanese 2.0
Description: with instant immersion japanese deluxe you'll get entertaining instruction on japanese that moves at your own pace. build your speaking skills with the advanced speech recognition tools while the expert lessons make learning to read & write japanese 
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False.,False
74,False,"Are the following two products the same?
Product 1: Title: jumpstart world 2nd grade
Description: welcome to jumpstart world 2nd grade a series of 12 adventure packs or learning units that actually progresses in response to your child's own learning pace. it's super-personalized wildly imaginative and really fun but don't let that fool you--it al
Product 2: Title: jumpstart phonics (jc)
Description: welcome to camp readalot!

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: jumpstart world 2nd grade
Description: welcome to jumpstart world 2nd grade a series of 12 adventure packs or learning units that actually progresses in response to your child's own learning pace. it's super-personalized wildly imaginative and really fun but don't let that fool you--it al
Product 2: Title: jumpstart phonics (jc)
Description: welcome to camp readalot!

Answer with 'True' or 'False'.",False.,False
75,False,"Are the following two products the same?
Product 1: Title: printmaster platinum v 17.0
Description: printmaster platinum 17 lets creative home users experience the ultimate in imaginative freedom. it's got the pictures templates and tools you need for a wonderful homemade greeting card invitation or more. everything from a bridal shower invitation 
Product 2: Title: printmaster(r) gold 17
Description: enhance your creations printmaster gold 17 which includes over 195000 premium images in every theme and style. getting started is easy! just choose 1 of over 14000 professionally designed projects add your own personal message or photo and print - ..

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: printmaster platinum v 17.0
Description: printmaster platinum 17 lets creative home users experience the ultimate in imaginative freedom. it's got the pictures templates and tools you need for a wonderful homemade greeting card invitation or more. everything from a bridal shower invitation 
Product 2: Title: printmaster(r) gold 17
Description: enhance your creations printmaster gold 17 which includes over 195000 premium images in every theme and style. getting started is easy! just choose 1 of over 14000 professionally designed projects add your own personal message or photo and print - ..

Answer with 'True' or 'False'.",False.,False
76,False,"Are the following two products the same?
Product 1: Title: peachtree by sage complete accounting 2007
Description: peachtree by sage complete accounting 2007 is deal for small businesses that demand accuracy control and better business results. advanced features such as the business status center online bank reconciliation peachtree bill pay and in-depth inventor
Product 2: Title: peachtree(r) complete iii
Description: guaranteed to work with peachtree(r) complete iii for windows(r)!statements. get your customers to pay promptly.invoices. plenty of room for describing and listing products/services and amounts.multipurpose forms. hundreds of uses. ideal for ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: peachtree by sage complete accounting 2007
Description: peachtree by sage complete accounting 2007 is deal for small businesses that demand accuracy control and better business results. advanced features such as the business status center online bank reconciliation peachtree bill pay and in-depth inventor
Product 2: Title: peachtree(r) complete iii
Description: guaranteed to work with peachtree(r) complete iii for windows(r)!statements. get your customers to pay promptly.invoices. plenty of room for describing and listing products/services and amounts.multipurpose forms. hundreds of uses. ideal for ...

Answer with 'True' or 'False'.",False.,False
77,False,"Are the following two products the same?
Product 1: Title: instant immersion american sign language win/mac
Description: instant immersion asl teaches beginners american sign language -- quickly and easily!
Product 2: Title: instant immersion japanese (audio book) (audio book)
Description: meetings in mito? holiday in hakone?from kobe to kyoto now you can join the conversation with instant immersion japanese for travelers the dynamic audio language learning system on 8 compact discs. providing effective progressive instruction in ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant immersion american sign language win/mac
Description: instant immersion asl teaches beginners american sign language -- quickly and easily!
Product 2: Title: instant immersion japanese (audio book) (audio book)
Description: meetings in mito? holiday in hakone?from kobe to kyoto now you can join the conversation with instant immersion japanese for travelers the dynamic audio language learning system on 8 compact discs. providing effective progressive instruction in ...

Answer with 'True' or 'False'.",False.,False
78,False,"Are the following two products the same?
Product 1: Title: instant immersion american sign language win/mac
Description: instant immersion asl teaches beginners american sign language -- quickly and easily!
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: instant immersion american sign language win/mac
Description: instant immersion asl teaches beginners american sign language -- quickly and easily!
Product 2: Title: topics entertainment instant immersion german audio
Description: business trip to berlin? holiday in hamburg? from munich to mannheim now you can join the conversation with instant immersion german the dynamic audio language learning system on 8 compact discs.

Answer with 'True' or 'False'.",False.,False
79,False,"Are the following two products the same?
Product 1: Title: microsoft mappoint 2006 standard edition
Description: microsoft mappoint 2006 helps business users to visualize analyze and communicate data. it includes updated geographic and demographic data plus text and voice-prompted driving guidance. make it easier for organizations to visualize their business in
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft mappoint 2006 standard edition
Description: microsoft mappoint 2006 helps business users to visualize analyze and communicate data. it includes updated geographic and demographic data plus text and voice-prompted driving guidance. make it easier for organizations to visualize their business in
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
80,False,"Are the following two products the same?
Product 1: Title: microsoft visual studio professional 2005 upgrade
Description: microsoft visual studio professional 2005 is one of the most significant developer tools available for building high-performance multi-tier applications for windows the web and mobile devices. designed for developers working alone or in small teams v
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft visual studio professional 2005 upgrade
Description: microsoft visual studio professional 2005 is one of the most significant developer tools available for building high-performance multi-tier applications for windows the web and mobile devices. designed for developers working alone or in small teams v
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
81,False,"Are the following two products the same?
Product 1: Title: microsoft windows xp home edition full version with sp2
Description: windows xp home makes it easy to use your computer for those personal projects you enjoy. service packs round up the bug fixes and product updates you need for operating more smoothly. this service pack bridges the gaps between the original software 
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft windows xp home edition full version with sp2
Description: windows xp home makes it easy to use your computer for those personal projects you enjoy. service packs round up the bug fixes and product updates you need for operating more smoothly. this service pack bridges the gaps between the original software 
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
82,False,"Are the following two products the same?
Product 1: Title: microsoft onenote 2007 upgrade
Description: office onenote 2007 upgrade is a digital notebook that provides one place to gather notes and information powerful search capabilities to find what you're looking for quickly and easy-to-use shared notebooks to help manage information overload and wo
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft onenote 2007 upgrade
Description: office onenote 2007 upgrade is a digital notebook that provides one place to gather notes and information powerful search capabilities to find what you're looking for quickly and easy-to-use shared notebooks to help manage information overload and wo
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
83,False,"Are the following two products the same?
Product 1: Title: microsoft word 2004 (mac)
Description: word 2004 has innovative new features that give your personal or business documents the right look every time. enjoy the latest tools and advancements of the most popular word processor around.
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft word 2004 (mac)
Description: word 2004 has innovative new features that give your personal or business documents the right look every time. enjoy the latest tools and advancements of the most popular word processor around.
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
84,False,"Are the following two products the same?
Product 1: Title: microsoft virtual pc for mac 7.0 with windows xp home
Description: virtual pc 7 with windows xp home makes it easy to create virtual drives that run their own operating systems. run applications for linux os/2 and other operating languages on the same machine -- and switch between the drives with just a click. this 
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft virtual pc for mac 7.0 with windows xp home
Description: virtual pc 7 with windows xp home makes it easy to create virtual drives that run their own operating systems. run applications for linux os/2 and other operating languages on the same machine -- and switch between the drives with just a click. this 
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
85,False,"Are the following two products the same?
Product 1: Title: microsoft productivity pack for windows mobile
Description: microsoft entertainment pack 2004 win ce productivity pack
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft productivity pack for windows mobile
Description: microsoft entertainment pack 2004 win ce productivity pack
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
86,False,"Are the following two products the same?
Product 1: Title: professor teaches windows xp
Description: professor teaches windows xp is your complete guide to everything micrososft's newest operating system has to offer!
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: professor teaches windows xp
Description: professor teaches windows xp is your complete guide to everything micrososft's newest operating system has to offer!
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
87,False,"Are the following two products the same?
Product 1: Title: i copy dvds 2 professional edition
Description: icopydvds2 pro edition contains all you need to copy a dvd movie quickly and easily. the interface is simple and direct just put in your movie press copy and icopydvds2 does the rest! our unique auto fit and auto burn technology creates the highest q
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: i copy dvds 2 professional edition
Description: icopydvds2 pro edition contains all you need to copy a dvd movie quickly and easily. the interface is simple and direct just put in your movie press copy and icopydvds2 does the rest! our unique auto fit and auto burn technology creates the highest q
Product 2: Title: microsoft windows xp professional edition (upgrade)
Description: key features: more security and privacy mobile support ...

Answer with 'True' or 'False'.",False.,False
88,False,"Are the following two products the same?
Product 1: Title: onone software intellihance pro 4.1
Description: intellihance pro 4.1 is your all-purpose tool for color correcting and enhancing images. compare and print up to 25 professional enhancement variations at once. this award-winning technology analyzes and corrects each image individually for contrast 
Product 2: Title: onone software genuine fractals print pro software
Description: calumet photographic-the photographers catalog: for extraordinary image enlargements genuine fractals print pro enables photographers and digital imaging professionals to create high-quality print-ready enlargements of rgb and cmyk files. when you ..

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: onone software intellihance pro 4.1
Description: intellihance pro 4.1 is your all-purpose tool for color correcting and enhancing images. compare and print up to 25 professional enhancement variations at once. this award-winning technology analyzes and corrects each image individually for contrast 
Product 2: Title: onone software genuine fractals print pro software
Description: calumet photographic-the photographers catalog: for extraordinary image enlargements genuine fractals print pro enables photographers and digital imaging professionals to create high-quality print-ready enlargements of rgb and cmyk files. when you ..

Answer with 'True' or 'False'.",False.,False
89,False,"Are the following two products the same?
Product 1: Title: microsoft office small business 2007 full version
Description: microsoft office small business 2007 is a powerful and easy-to-use suite of productivity and contact management software with new tools to help you save time stay organized and deliver better customer service. comprised of the 2007 versions of excel 
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft office small business 2007 full version
Description: microsoft office small business 2007 is a powerful and easy-to-use suite of productivity and contact management software with new tools to help you save time stay organized and deliver better customer service. comprised of the 2007 versions of excel 
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False.,False
90,False,"Are the following two products the same?
Product 1: Title: microsoft excel 2004 (mac)
Description: organize analyze and present your data with precision and panache. the new tools in microsoft excel 2004 for mac give you more control over your spreadsheets and the enhanced charting tools give you more dynamic ways to display your information.
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft excel 2004 (mac)
Description: organize analyze and present your data with precision and panache. the new tools in microsoft excel 2004 for mac give you more control over your spreadsheets and the enhanced charting tools give you more dynamic ways to display your information.
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",True.,True
91,False,"Are the following two products the same?
Product 1: Title: microsoft word 2004 upgrade (mac)
Description: upgrade only; previous version required
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft word 2004 upgrade (mac)
Description: upgrade only; previous version required
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False.,False
92,False,"Are the following two products the same?
Product 1: Title: microspot x-rip (mac)
Description: none
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microspot x-rip (mac)
Description: none
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False.,False
93,False,"Are the following two products the same?
Product 1: Title: microsoft office frontpage 2003 ( academic version ) ( windows )
Description: frontpage 2003 delivers the features flexibility and functionality to help you build superior web sites. it includes the professional design authoring data and publishing tools you need to create dynamic and sophisticated sites. build data-driven web
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft office frontpage 2003 ( academic version ) ( windows )
Description: frontpage 2003 delivers the features flexibility and functionality to help you build superior web sites. it includes the professional design authoring data and publishing tools you need to create dynamic and sophisticated sites. build data-driven web
Product 2: Title: microsoft office 2004 for students and teachers (mac)
Description: key features: for mac for student and teachers full-featured programs word processing spreadsheets create presentations...

Answer with 'True' or 'False'.",False.,False
94,False,"Are the following two products the same?
Product 1: Title: microsoft word 2007 version upgrade
Description: microsoft office word 2007 is a document authoring program that helps people create and share great-looking documents by combining a comprehensive set of writing tools with an easy-to-use interface. thanks to a host of new tools you can quickly const
Product 2: Title: microsoft onenote 2007 upgrade (pc)
Description: key features: professional content share your documents business integration better manage content owner's instructions...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft word 2007 version upgrade
Description: microsoft office word 2007 is a document authoring program that helps people create and share great-looking documents by combining a comprehensive set of writing tools with an easy-to-use interface. thanks to a host of new tools you can quickly const
Product 2: Title: microsoft onenote 2007 upgrade (pc)
Description: key features: professional content share your documents business integration better manage content owner's instructions...

Answer with 'True' or 'False'.",False. The products are different.,False
95,False,"Are the following two products the same?
Product 1: Title: microsoft office small business 2007 full version
Description: microsoft office small business 2007 is a powerful and easy-to-use suite of productivity and contact management software with new tools to help you save time stay organized and deliver better customer service. comprised of the 2007 versions of excel 
Product 2: Title: microsoft onenote 2007 upgrade (pc)
Description: key features: professional content share your documents business integration better manage content owner's instructions...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft office small business 2007 full version
Description: microsoft office small business 2007 is a powerful and easy-to-use suite of productivity and contact management software with new tools to help you save time stay organized and deliver better customer service. comprised of the 2007 versions of excel 
Product 2: Title: microsoft onenote 2007 upgrade (pc)
Description: key features: professional content share your documents business integration better manage content owner's instructions...

Answer with 'True' or 'False'.",False.,False
96,False,"Are the following two products the same?
Product 1: Title: microsoft powerpoint 2004 upgrade (mac)
Description: powerpoint 2004 for mac will help you make impressive presentations that have lasting impact. new display tools smooth transitions and bold new animations let you make adjustments on the fly so you'll be prepared and in control every step of the way.
Product 2: Title: microsoft onenote 2007 upgrade (pc)
Description: key features: professional content share your documents business integration better manage content owner's instructions...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft powerpoint 2004 upgrade (mac)
Description: powerpoint 2004 for mac will help you make impressive presentations that have lasting impact. new display tools smooth transitions and bold new animations let you make adjustments on the fly so you'll be prepared and in control every step of the way.
Product 2: Title: microsoft onenote 2007 upgrade (pc)
Description: key features: professional content share your documents business integration better manage content owner's instructions...

Answer with 'True' or 'False'.",False.,False
97,False,"Are the following two products the same?
Product 1: Title: microsoft licenses word olp c (05903871)
Description: model-059-03871 vendor- microsoft corporation features- word olp c microsoft word license/software assurance pack olp level c microsoft word is currently one of the most commonly used applications for creating critical documents such as reports lette
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft licenses word olp c (05903871)
Description: model-059-03871 vendor- microsoft corporation features- word olp c microsoft word license/software assurance pack olp level c microsoft word is currently one of the most commonly used applications for creating critical documents such as reports lette
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False.,False
98,False,"Are the following two products the same?
Product 1: Title: microsoft office & windows training professional
Description: microsoft office and windows training pro helps you develop better office and home computing skills. unlock the power of windows and office and make it work for you!
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft office & windows training professional
Description: microsoft office and windows training pro helps you develop better office and home computing skills. unlock the power of windows and office and make it work for you!
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False.,False
99,False,"Are the following two products the same?
Product 1: Title: microsoft powerpoint 2004 upgrade (mac)
Description: powerpoint 2004 for mac will help you make impressive presentations that have lasting impact. new display tools smooth transitions and bold new animations let you make adjustments on the fly so you'll be prepared and in control every step of the way.
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft powerpoint 2004 upgrade (mac)
Description: powerpoint 2004 for mac will help you make impressive presentations that have lasting impact. new display tools smooth transitions and bold new animations let you make adjustments on the fly so you'll be prepared and in control every step of the way.
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False.,False
100,False,"Are the following two products the same?
Product 1: Title: microsoft office 2004 standard (mac)
Description: office 2004 standard is designed to be a total office package for mac users who need compatibility with windows. start working with the latest versions of excel outlook powerpoint and word - with all-new mac-only features for a more productive office
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft office 2004 standard (mac)
Description: office 2004 standard is designed to be a total office package for mac users who need compatibility with windows. start working with the latest versions of excel outlook powerpoint and word - with all-new mac-only features for a more productive office
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False.,False
101,False,"Are the following two products the same?
Product 1: Title: microsoft sql server standard edition 2005 64 bit cd/dvd 5 client
Description: sql server is a comprehensive integrated end-to-end data solution that empowers users across your organization by providing them with a secure reliable and productive platform for enterprise data and business intelligence (bi) applications. sql serve
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: microsoft sql server standard edition 2005 64 bit cd/dvd 5 client
Description: sql server is a comprehensive integrated end-to-end data solution that empowers users across your organization by providing them with a secure reliable and productive platform for enterprise data and business intelligence (bi) applications. sql serve
Product 2: Title: microsoft office visio standard 2007 (pc)
Description: key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...

Answer with 'True' or 'False'.",False.,False
102,False,"Are the following two products the same?
Product 1: Title: modeless liquid ledger personal finance software (mac)
Description: liquid ledger personal finance (mac 10.2 or higher)
Product 2: Title: cisco nac appliance server (clean access server) software (250 users)
Description: note: previously known as cisco clean access.the cisco nac appliance server (clean access server) is available either in an appliance form or as software-only. this product is the software version. software is available as a standalone server or in .

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: modeless liquid ledger personal finance software (mac)
Description: liquid ledger personal finance (mac 10.2 or higher)
Product 2: Title: cisco nac appliance server (clean access server) software (250 users)
Description: note: previously known as cisco clean access.the cisco nac appliance server (clean access server) is available either in an appliance form or as software-only. this product is the software version. software is available as a standalone server or in .

Answer with 'True' or 'False'.",False.,False
103,False,"Are the following two products the same?
Product 1: Title: zero-g pro pack for garageband (appleloops)
Description: this is the largest library zero-g has ever released! over 11 000 apple loops! pro pack for garageband simply has to be the unquestionable first choice library of loops for users of apple's garageband soundtrack logic pro 7 & final cut pro! also all 
Product 2: Title: apple garageband jam pack: remix tools
Description: system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ..

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: zero-g pro pack for garageband (appleloops)
Description: this is the largest library zero-g has ever released! over 11 000 apple loops! pro pack for garageband simply has to be the unquestionable first choice library of loops for users of apple's garageband soundtrack logic pro 7 & final cut pro! also all 
Product 2: Title: apple garageband jam pack: remix tools
Description: system requirements requires garageband (installed with ilife '04 or '05)* logic express 7 or logic pro 7. soundtrack supports loops only in jam packs. macintosh computer with g3 600mhz processor or higher to use apple loops (g4 or g5 required for ..

Answer with 'True' or 'False'.",False.,False
104,False,"Are the following two products the same?
Product 1: Title: 3d home architect landscape v.8 by encore software
Description: from decks to daisies swimming pools to sunflowers a world of landscaping possibilities are available on users' desktops. more than just a layout program 3d home architect landscape design version 8 delivers photo realistic 3d renderings of personal 
Product 2: Title: punch software master landscape professional & home design v 10.0
Description: the new! master landscape pro and home design v10 includes a more robust interface for editing specifying precise dimensions displaying options and more. new enhancements for pool design gps sun angles and content updater along with 3d ...

Answer with 'True' or 'False'.",False,False,"Are the following two products the same?
Product 1: Title: 3d home architect landscape v.8 by encore software
Description: from decks to daisies swimming pools to sunflowers a world of landscaping possibilities are available on users' desktops. more than just a layout program 3d home architect landscape design version 8 delivers photo realistic 3d renderings of personal 
Product 2: Title: punch software master landscape professional & home design v 10.0
Description: the new! master landscape pro and home design v10 includes a more robust interface for editing specifying precise dimensions displaying options and more. new enhancements for pool design gps sun angles and content updater along with 3d ...

Answer with 'True' or 'False'.",False.,False
