Unnamed: 0,label,prompt_prompt1_en_short_temp_0_gpt3.5-0301,response_prompt1_en_short_temp_0_gpt3.5-0301,isMatch_prompt1_en_short_temp_0_gpt3.5-0301
86,False,"Are the following two products the same?
Product 1: Title: cables to go 08075 db9 m f null modem adapter
Brand: cables to go
Description: cables to go null modem adapter 08075 cable adapters
Product 2: Title: cables to go 12 cmg rated hd15 sxga m m monitor projector cable with rounded low profile connectors
Brand: cables to go
Description: cables to go 12 cmg rated hd15 sxga m m monitor projector cable provides easier in wall installation where cmg rating is required rounded low profile connectors saves valuable space in the gang box rounded shape accommodates smaller monitor mounts su

Answer with 'True' or 'False'.",False. The two products are different.,False
87,False,"Are the following two products the same?
Product 1: Title: cables to go 02803 db25 male to c36 male parallel printer cable beige 25 feet 7 62 meters
Brand: cables to go
Description: get a reliable connection between your pc and uni directional dot matrix or older laser printer tough enough for use in industrial settings fully molded for excellent strain relief this cable also provides excellent foil shielding to protect valuable
Product 2: Title: cables to go 12 cmg rated hd15 sxga m m monitor projector cable with rounded low profile connectors
Brand: cables to go
Description: cables to go 12 cmg rated hd15 sxga m m monitor projector cable provides easier in wall installation where cmg rating is required rounded low profile connectors saves valuable space in the gang box rounded shape accommodates smaller monitor mounts su

Answer with 'True' or 'False'.",False.,False
88,False,"Are the following two products the same?
Product 1: Title: lg lhb336 1100w 3d blu ray home theater system with smart tv
Brand: lg
Description: march 2011 internet ready devices internet ready devices use your broadband connection to deliver dynamic content to your television whether it s streaming video from netflix new music or a quick glance at today s weather forecast although there is o
Product 2: Title: lg 32 ultra slim 32lv2500
Brand: lg
Description: lg 32 screen measured diagonally from corner to corner built in digital tuner watch digital broadcasts including hdtv programs where available 1 000 000 1 dynamic contrast ratio hdmi inputs 3 enjoy a superior hd experience with hdmi one cable solutio

Answer with 'True' or 'False'.",False.,False
89,False,"Are the following two products the same?
Product 1: Title: lg ips231p bn 23 inch widescreen led lcd pivoting monitor with ips panel black
Brand: lg
Description: this monitor combines the strengths of led and ips display technologies making everything come true from energy savings to great picture quality all in ultra slim design that pivots from landscape to portrait mode enabling you to make the most of you
Product 2: Title: lg 32 ultra slim 32lv2500
Brand: lg
Description: lg 32 screen measured diagonally from corner to corner built in digital tuner watch digital broadcasts including hdtv programs where available 1 000 000 1 dynamic contrast ratio hdmi inputs 3 enjoy a superior hd experience with hdmi one cable solutio

Answer with 'True' or 'False'.",False.,False
90,False,"Are the following two products the same?
Product 1: Title: lg 32lk450 32 inch 1080p 60 hz lcd hdtv
Brand: lg
Description: if you ve been hearing about how amazing blu ray entertainment is or how much better your favorite shows would look in hd you ve heard right the thing is you need 1080p full hd to get the most out of both with the lk450 you can key technologies doubl
Product 2: Title: lg 32 ultra slim 32lv2500
Brand: lg
Description: lg 32 screen measured diagonally from corner to corner built in digital tuner watch digital broadcasts including hdtv programs where available 1 000 000 1 dynamic contrast ratio hdmi inputs 3 enjoy a superior hd experience with hdmi one cable solutio

Answer with 'True' or 'False'.",False.,False
91,False,"Are the following two products the same?
Product 1: Title: lg lg500g tracfone with double minutes for life
Brand: lg
Description: lg lg500g tracfone with double minutes for life
Product 2: Title: lg 32 ultra slim 32lv2500
Brand: lg
Description: lg 32 screen measured diagonally from corner to corner built in digital tuner watch digital broadcasts including hdtv programs where available 1 000 000 1 dynamic contrast ratio hdmi inputs 3 enjoy a superior hd experience with hdmi one cable solutio

Answer with 'True' or 'False'.",False.,False
92,False,"Are the following two products the same?
Product 1: Title: lg 32 ultra slim 32lv2500
Brand: lg
Description: lg 32 screen measured diagonally from corner to corner built in digital tuner watch digital broadcasts including hdtv programs where available 1 000 000 1 dynamic contrast ratio hdmi inputs 3 enjoy a superior hd experience with hdmi one cable solutio
Product 2: Title: lg super multi portable slim dvd rewriter optical drive gp08nu6w white
Brand: lg
Description: the slim and attractive design of the lg super multi gp08nu6w external optical disc drive trims unnecessary bulk making it very portable you can just plug it in via usb and burn dvd rs at 8x and cds at 24x speeds super multi technology supports cd dv

Answer with 'True' or 'False'.",False.,False
93,False,"Are the following two products the same?
Product 1: Title: lg 32 ultra slim 32lv2500
Brand: lg
Description: lg 32 screen measured diagonally from corner to corner built in digital tuner watch digital broadcasts including hdtv programs where available 1 000 000 1 dynamic contrast ratio hdmi inputs 3 enjoy a superior hd experience with hdmi one cable solutio
Product 2: Title: lg gp08lu10 8x dvd rw slim super multi drive with lightscribe
Brand: lg
Description: you might not know it from looking at this dvd drive s sleek slim exterior but it s loaded with capabilities lg s external cd and dvd burner looks great and works in four unique formats super multi read and write lets you select your style for maximu

Answer with 'True' or 'False'.",False.,False
94,False,"Are the following two products the same?
Product 1: Title: middle atlantic fan grill chrome
Brand: middle atlantic
Description: hamburger style guard for 10 amp quot fans
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
95,False,"Are the following two products the same?
Product 1: Title: wrk sa series stand alone rack less rear door 27 32 d rack enclosure depth 27 1 2 d
Brand: middle atlantic
Description: wrk 44sa 27lrd rack enclosure depth 27 1 2 d select a wrk sa when mounting equipment that demands space for substantial cable bundles solid design and stylish beveled corners are ideal when aesthetics are an issue structural features fully welded con
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False. The two products are different.,False
96,False,"Are the following two products the same?
Product 1: Title: philips srp4004 27 universal 4 in 1 remote control for tv vcr dvd sat with xxl and fluorescent glow buttons
Brand: philips
Description: experience a quick and easy setup with your philips universal remote control and its innovative simplesetup feature the ergonomic design and xl fluorescent glow buttons make it easy to use the remote even in the dark the remote works with more than 1
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
97,False,"Are the following two products the same?
Product 1: Title: philips magnavox pm435s 4 device universal remote control
Brand: philips
Description: sync up your tv vcr dvd and satellite system with the philips pm435s remote control among the functions provided by the remote are subtitle repeat and chapter scan for your dvd player a picture in picture pip option with a toggle key for your tv and 
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
98,False,"Are the following two products the same?
Product 1: Title: 30 amp stand alone mpr module
Brand: middle atlantic
Description: rlm30 l520 1 accommodates accepts nema l 520 20 amp twistlock plugs 30 amp stand alone mpr module accepts nema l 520 20 amp twistlock plugs remote 12v dc dry closure local switch control w status led 
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
99,False,"Are the following two products the same?
Product 1: Title: 75 to 300 ohm matching transformer
Brand: parts express
Description: adapts 75 ohm coax to 300 ohm twin lead or vice versa at antenna or television 5 900 mhz uhf vhf fm 
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
100,False,"Are the following two products the same?
Product 1: Title: pdc 915r 6 by middle atlantic products
Brand: middle atlantic
Description: 9 outlet 6 controlled single 15a circuit 2 stage surge spike protected rackmount power distribution w 9 cord black powdercoat finish
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False. The two products are different.,False
101,False,"Are the following two products the same?
Product 1: Title: pd 620j ig by middle atlantic products
Brand: middle atlantic
Description: 6 outlet single 20 amp isolated ground circuit power strip w jbox fits racks that accept e power
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
102,False,"Are the following two products the same?
Product 1: Title: single motor rf low voltage remote control system
Brand: da lite
Description: the single motor lvc is used to operate da lite single motor electric screens from one or more locations remote control or for integration into a control panel system 
Product 2: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 

Answer with 'True' or 'False'.",False.,False
103,False,"Are the following two products the same?
Product 1: Title: middle atlantic designer inspired ultra quiet fan panel
Brand: middle atlantic
Description: df3017features thermostatic proportional fan control 100 cfm cooling capacity tasteful subdued temperature and alert display provides instant system status on board digital processor varies fan speed based on equipment temperature which is monitored 
Product 2: Title: vizio xru100 universal remote for home theater black
Brand: vizio
Description: the vizio xru100 home theater univeral remote is the perfect match for up to three devices in your home or office 

Answer with 'True' or 'False'.",False.,False
104,False,"Are the following two products the same?
Product 1: Title: pc treasures clickit classic mouse pink 07671
Brand: pc treasures
Description: features five button mouse with scroll wheel for efficient scrolling and navigation within documents and web pages cpi button switches between 400 dpi 800 dpi and 1600dpi to provide ideal mouse responsiveness side buttons allow for one click back and
Product 2: Title: pc treasures external dvd rom drive red
Brand: pc treasures
Description: pc treasures external dvd rom drive reading speed 24x cd rom 8x dvd rom slim and lightweight for mobility usb powered smart x technology built in usb cable holder plug and play compatible with windows 7 vista xp linux and mac os color red

Answer with 'True' or 'False'.",False.,False
105,False,"Are the following two products the same?
Product 1: Title: middle atlantic fc 4 1c system fan speed controller
Brand: middle atlantic
Description: proportional speed thermostatic fan control controls up to 4 fans stand alone with 9 cord
Product 2: Title: middle atlantic 12 master slave jumper for mpr series modules sold in packs of 6
Brand: middle atlantic
Description: df1784allows m series slave modules to be switched remotely by an rlm series master module features 12 jumper length sold in packs of 6

Answer with 'True' or 'False'.",False.,False
106,False,"Are the following two products the same?
Product 1: Title: middle atlantic fc 4 1c system fan speed controller
Brand: middle atlantic
Description: proportional speed thermostatic fan control controls up to 4 fans stand alone with 9 cord
Product 2: Title: middle atlantic long 20 outlet single 20 amp circuit thin power strip with cord
Brand: middle atlantic
Description: df2014pdt series thin power strips take up minimal space inside a rack and feature a unique design that allows for isolated ground configurability dual circuit models can be configured to operate as a single circuit and all models are factory assembl

Answer with 'True' or 'False'.",False. The two products are different.,False
107,False,"Are the following two products the same?
Product 1: Title: middle atlantic fc 4 1c system fan speed controller
Brand: middle atlantic
Description: proportional speed thermostatic fan control controls up to 4 fans stand alone with 9 cord
Product 2: Title: middle atlantic hdr 4 external fan option
Brand: middle atlantic
Description: df1758external 4 1 2 fan kit and vent blocker 

Answer with 'True' or 'False'.",False.,False
108,False,"Are the following two products the same?
Product 1: Title: middle atlantic fc 4 1c system fan speed controller
Brand: middle atlantic
Description: proportional speed thermostatic fan control controls up to 4 fans stand alone with 9 cord
Product 2: Title: middle atlantic cable management straps
Brand: middle atlantic
Description: df2976fasten cable bundles securely while maintaining the integrity of the cable tw12 cable management straps are perfect for managing cables that are sensitive to strain and are 8 long 12 pieces 

Answer with 'True' or 'False'.",False.,False
109,False,"Are the following two products the same?
Product 1: Title: ge 87709 high speed hdmi cable with ethernet and swivel connector 12 feet
Brand: general electric
Description: ge 87709 high speed hdmi cable with ethernet amp swivel connector 12 ft
Product 2: Title: ge 8 cable ties clear
Brand: general electric
Description: ge 8 cable ties clear prevents wires from tangling comes in a pack of 20 model 52083

Answer with 'True' or 'False'.",False.,False
110,False,"Are the following two products the same?
Product 1: Title: ge 87709 high speed hdmi cable with ethernet and swivel connector 12 feet
Brand: general electric
Description: ge 87709 high speed hdmi cable with ethernet amp swivel connector 12 ft
Product 2: Title: ge receptacle with safety shutters white
Brand: general electric
Description: ge receptacle with safety shutters white replaces damaged or outdated receptacles designed with safety in mind measures 1 09 h 2 years limited warranty model 54263

Answer with 'True' or 'False'.",False.,False
111,False,"Are the following two products the same?
Product 1: Title: ge 87709 high speed hdmi cable with ethernet and swivel connector 12 feet
Brand: general electric
Description: ge 87709 high speed hdmi cable with ethernet amp swivel connector 12 ft
Product 2: Title: ge 100pk neon cable ties assorted colors
Brand: general electric
Description: ge 100pk neon cable ties assorted colors prevent wires from tangling easy to color code dimensions 4

Answer with 'True' or 'False'.",False.,False
112,False,"Are the following two products the same?
Product 1: Title: ge 87709 high speed hdmi cable with ethernet and swivel connector 12 feet
Brand: general electric
Description: ge 87709 high speed hdmi cable with ethernet amp swivel connector 12 ft
Product 2: Title: ge 3 way rocker switch
Brand: general electric
Description: ge 3 way rocker switch single pole color ivory made in china 1 year warranty model 18234

Answer with 'True' or 'False'.",False.,False
113,False,"Are the following two products the same?
Product 1: Title: ge 87709 high speed hdmi cable with ethernet and swivel connector 12 feet
Brand: general electric
Description: ge 87709 high speed hdmi cable with ethernet amp swivel connector 12 ft
Product 2: Title: ge 3 way rocker switch
Brand: general electric
Description: ge 3 way rocker switch single pole color brown made in china 1 year warranty model 18236

Answer with 'True' or 'False'.",False.,False
114,False,"Are the following two products the same?
Product 1: Title: cables to go 26686 usb a male to a female extension cable white 3 meters 9 84 feet
Brand: cables to go
Description: 10ft usb extension cable aa m f passive
Product 2: Title: cables to go 29563 7 port aluminum usb 2 0 hub
Brand: cables to go
Description: data transfer rate up to 480 mbps usb 2 0 ports 7 x 4 pin usb 2 0 downstream 1 x 4 pin usb 2 0 upstream form factor external hot pluggable platform support pcs and macs

Answer with 'True' or 'False'.",False.,False
115,False,"Are the following two products the same?
Product 1: Title: cables to go 26686 usb a male to a female extension cable white 3 meters 9 84 feet
Brand: cables to go
Description: 10ft usb extension cable aa m f passive
Product 2: Title: cables to go 29109 velocity composite video audio cable
Brand: cables to go
Description: product type video cable length 50ft connectors 3 x rca male 3 x rca male conductor copper compatibility audio video equipment color blue

Answer with 'True' or 'False'.",False.,False
116,False,"Are the following two products the same?
Product 1: Title: cables to go 26686 usb a male to a female extension cable white 3 meters 9 84 feet
Brand: cables to go
Description: 10ft usb extension cable aa m f passive
Product 2: Title: cables to go 03131 6ft premium universal power cord
Brand: cables to go
Description: plug connector type 1 x iec 320 c13 1 x nema 5 15p compatible with computers monitors scanners printers and devices that use a 3 pin shroud power connector cord length 6 ft 

Answer with 'True' or 'False'.",False.,False
117,False,"Are the following two products the same?
Product 1: Title: cables to go 26686 usb a male to a female extension cable white 3 meters 9 84 feet
Brand: cables to go
Description: 10ft usb extension cable aa m f passive
Product 2: Title: cables to go 12 cmg rated hd15 sxga m m monitor projector cable with rounded low profile connectors
Brand: cables to go
Description: cables to go 12 cmg rated hd15 sxga m m monitor projector cable provides easier in wall installation where cmg rating is required rounded low profile connectors saves valuable space in the gang box rounded shape accommodates smaller monitor mounts su

Answer with 'True' or 'False'.",False.,False
118,False,"Are the following two products the same?
Product 1: Title: cables to go 26686 usb a male to a female extension cable white 3 meters 9 84 feet
Brand: cables to go
Description: 10ft usb extension cable aa m f passive
Product 2: Title: cables to go 6 usb 2 0 cable
Brand: cables to go
Description: cables to go 6 usb 2 0 cable data transfer rate 480mbps foil and braid shielding twisted pair construction cable length 6

Answer with 'True' or 'False'.",False.,False
119,False,"Are the following two products the same?
Product 1: Title: cables to go 26686 usb a male to a female extension cable white 3 meters 9 84 feet
Brand: cables to go
Description: 10ft usb extension cable aa m f passive
Product 2: Title: cables to go 3 mini usb cable
Brand: cables to go
Description: cables to go 3 mini usb cable data transfer rate 480mbps foil and braid shielding twisted pair construction plug and play cable length 3

Answer with 'True' or 'False'.",False.,False
120,False,"Are the following two products the same?
Product 1: Title: accell ultraav b101b 003b display port with vga active adapter
Brand: accell
Description: the ultraav displayport to vga cable adapter enables the connection of your displayport supported computer to a vga hd 15 supported monitor or other vga display it supports vga analog resolutions of up to 1920x1200 wuxga 60hz and is simple to setup a
Product 2: Title: accell ultraav displayport multi monitor adapter
Brand: accell
Description: accell ultraav displayport multi monitor adapter connect up to 3 monitors to pc or laptop allows each monitor to display a separate application works on displayport enabled pc or mac displays applications across multiple dvi compliant monitors from a

Answer with 'True' or 'False'.",False.,False
121,False,"Are the following two products the same?
Product 1: Title: accell ultraav b101b 003b display port with vga active adapter
Brand: accell
Description: the ultraav displayport to vga cable adapter enables the connection of your displayport supported computer to a vga hd 15 supported monitor or other vga display it supports vga analog resolutions of up to 1920x1200 wuxga 60hz and is simple to setup a
Product 2: Title: accell premium series 10 usb 3 0 a b cable
Brand: accell
Description: accell premium series 10 usb 3 0 a b cable superspeed 5gbps throughput supports optimized power efficiency backwards compatible with usb 2 0 cable length 10

Answer with 'True' or 'False'.",False.,False
122,False,"Are the following two products the same?
Product 1: Title: accell proultra supreme b116c 016b 40 high speed hdmi cable with ethernet 5m
Brand: accell
Description: accell proultra supreme high speed hdmi cable with ethernet provides a data transfer rate of up to 10 2 gbps 340mhz and is fully compliant to the high speed hdmi specification compatible with all hdmi devices the proultra supreme high speed cable sup
Product 2: Title: accell ultraav displayport multi monitor adapter
Brand: accell
Description: accell ultraav displayport multi monitor adapter connect up to 3 monitors to pc or laptop allows each monitor to display a separate application works on displayport enabled pc or mac displays applications across multiple dvi compliant monitors from a

Answer with 'True' or 'False'.",False,False
123,False,"Are the following two products the same?
Product 1: Title: accell proultra supreme b116c 016b 40 high speed hdmi cable with ethernet 5m
Brand: accell
Description: accell proultra supreme high speed hdmi cable with ethernet provides a data transfer rate of up to 10 2 gbps 340mhz and is fully compliant to the high speed hdmi specification compatible with all hdmi devices the proultra supreme high speed cable sup
Product 2: Title: accell premium series 10 usb 3 0 a b cable
Brand: accell
Description: accell premium series 10 usb 3 0 a b cable superspeed 5gbps throughput supports optimized power efficiency backwards compatible with usb 2 0 cable length 10

Answer with 'True' or 'False'.",False.,False
124,False,"Are the following two products the same?
Product 1: Title: accell proultra supreme b116c 016b 40 high speed hdmi cable with ethernet 5m
Brand: accell
Description: accell proultra supreme high speed hdmi cable with ethernet provides a data transfer rate of up to 10 2 gbps 340mhz and is fully compliant to the high speed hdmi specification compatible with all hdmi devices the proultra supreme high speed cable sup
Product 2: Title: accell proultra 2m hdmi ethernet cable
Brand: accell
Description: accell proultra 2m hdmi ethernet cable high speed up to 10 2gbps integrated hdmi ethernet and audio return channels supports 3d and 4k video supports deep color and x v color cable length 2m

Answer with 'True' or 'False'.",False.,False
125,False,"Are the following two products the same?
Product 1: Title: new 3 premium series usb 3 0 a b cable cl4640
Brand: accell
Description: 3ft a111b 003b premiumusb 3 0 a b cable superspeed 5 gbps throughput supports optimized power efficiency backwards compatible with usb 2 0 3
Product 2: Title: accell proultra 2m hdmi ethernet cable
Brand: accell
Description: accell proultra 2m hdmi ethernet cable high speed up to 10 2gbps integrated hdmi ethernet and audio return channels supports 3d and 4k video supports deep color and x v color cable length 2m

Answer with 'True' or 'False'.",False.,False
126,False,"Are the following two products the same?
Product 1: Title: ge 87709 high speed hdmi cable with ethernet and swivel connector 12 feet
Brand: general electric
Description: ge 87709 high speed hdmi cable with ethernet amp swivel connector 12 ft
Product 2: Title: ge rca extension adapter 2pk
Brand: general electric
Description: ge rca extension adapter 2pk connects 2 rca cables extends the length of the rca cables model 32630

Answer with 'True' or 'False'.",False.,False
127,False,"Are the following two products the same?
Product 1: Title: ge handset cord tl26122
Brand: general electric
Description: coil cord provides extra length or replaces worn or damaged handset cords 
Product 2: Title: ge rca extension adapter 2pk
Brand: general electric
Description: ge rca extension adapter 2pk connects 2 rca cables extends the length of the rca cables model 32630

Answer with 'True' or 'False'.",False.,False
128,False,"Are the following two products the same?
Product 1: Title: ge cordless phone nimh 3 6v 600mah battery 76401
Brand: general electric
Description: replaces batteries 500 600 mah of similar size shape and plug type 
Product 2: Title: ge rca extension adapter 2pk
Brand: general electric
Description: ge rca extension adapter 2pk connects 2 rca cables extends the length of the rca cables model 32630

Answer with 'True' or 'False'.",False.,False
129,False,"Are the following two products the same?
Product 1: Title: da lite lvc 3 button radio frequency wireless remote
Brand: da lite screen
Description: purchase an extra transmitter to replace missing remotes or when a second is desired 
Product 2: Title: ge rca extension adapter 2pk
Brand: general electric
Description: ge rca extension adapter 2pk connects 2 rca cables extends the length of the rca cables model 32630

Answer with 'True' or 'False'.",False.,False
130,False,"Are the following two products the same?
Product 1: Title: ge smarthome motion sensing light switch white pir617m
Brand: general electric
Description: 11 02 2007 brand new item description ge smarthome jassh57885 motion sensing switch the motion sensing switch turns lights on automatically the sensor detects motion in a 150 range up to 30 ft away 
Product 2: Title: ge rca extension adapter 2pk
Brand: general electric
Description: ge rca extension adapter 2pk connects 2 rca cables extends the length of the rca cables model 32630

Answer with 'True' or 'False'.",False.,False
131,False,"Are the following two products the same?
Product 1: Title: ge 23269 rg6 coaxial video cable black 12 feet
Brand: general electric
Description: rg6 video cable connects tvs dvrs vcrs satellite receivers and other audio or video components equipped with f type connections 
Product 2: Title: ge rca extension adapter 2pk
Brand: general electric
Description: ge rca extension adapter 2pk connects 2 rca cables extends the length of the rca cables model 32630

Answer with 'True' or 'False'.",False.,False
132,False,"Are the following two products the same?
Product 1: Title: cables to go 45427 3ft sonicwave rca audio cable
Brand: cables to go
Description: superior quality interconnect for audiophiles and videophiles who demand maximum performance and flawless fidelity to the original signal analog audio interconnects perform at the very highest level silver plated ofc twisted pair conductors ar
Product 2: Title: cables to go 29109 velocity composite video audio cable
Brand: cables to go
Description: product type video cable length 50ft connectors 3 x rca male 3 x rca male conductor copper compatibility audio video equipment color blue

Answer with 'True' or 'False'.",False.,False
133,False,"Are the following two products the same?
Product 1: Title: cables to go 45427 3ft sonicwave rca audio cable
Brand: cables to go
Description: superior quality interconnect for audiophiles and videophiles who demand maximum performance and flawless fidelity to the original signal analog audio interconnects perform at the very highest level silver plated ofc twisted pair conductors ar
Product 2: Title: cables to go 03131 6ft premium universal power cord
Brand: cables to go
Description: plug connector type 1 x iec 320 c13 1 x nema 5 15p compatible with computers monitors scanners printers and devices that use a 3 pin shroud power connector cord length 6 ft 

Answer with 'True' or 'False'.",False.,False
134,False,"Are the following two products the same?
Product 1: Title: cables to go 45427 3ft sonicwave rca audio cable
Brand: cables to go
Description: superior quality interconnect for audiophiles and videophiles who demand maximum performance and flawless fidelity to the original signal analog audio interconnects perform at the very highest level silver plated ofc twisted pair conductors ar
Product 2: Title: cables to go 12 cmg rated hd15 sxga m m monitor projector cable with rounded low profile connectors
Brand: cables to go
Description: cables to go 12 cmg rated hd15 sxga m m monitor projector cable provides easier in wall installation where cmg rating is required rounded low profile connectors saves valuable space in the gang box rounded shape accommodates smaller monitor mounts su

Answer with 'True' or 'False'.",False. The two products are different.,False
135,False,"Are the following two products the same?
Product 1: Title: cables to go 45427 3ft sonicwave rca audio cable
Brand: cables to go
Description: superior quality interconnect for audiophiles and videophiles who demand maximum performance and flawless fidelity to the original signal analog audio interconnects perform at the very highest level silver plated ofc twisted pair conductors ar
Product 2: Title: cables to go 6 usb 2 0 cable
Brand: cables to go
Description: cables to go 6 usb 2 0 cable data transfer rate 480mbps foil and braid shielding twisted pair construction cable length 6

Answer with 'True' or 'False'.",False.,False
136,False,"Are the following two products the same?
Product 1: Title: accell pro hdmia locking connector 1m retail bag
Brand: accell
Description: accell corp avgrip pro hdmi cable b104c 003b a v device cables
Product 2: Title: accell proultra 2m hdmi ethernet cable
Brand: accell
Description: accell proultra 2m hdmi ethernet cable high speed up to 10 2gbps integrated hdmi ethernet and audio return channels supports 3d and 4k video supports deep color and x v color cable length 2m

Answer with 'True' or 'False'.",False.,False
137,False,"Are the following two products the same?
Product 1: Title: accell pro hdmia locking connector 1m retail bag
Brand: accell
Description: accell corp avgrip pro hdmi cable b104c 003b a v device cables
Product 2: Title: accell ultraav displayport multi monitor adapter
Brand: accell
Description: accell ultraav displayport multi monitor adapter connect up to 3 monitors to pc or laptop allows each monitor to display a separate application works on displayport enabled pc or mac displays applications across multiple dvi compliant monitors from a

Answer with 'True' or 'False'.",False.,False
138,False,"Are the following two products the same?
Product 1: Title: 25 component video cable
Brand: cables to go
Description: 25ft velocity ponent video interconnect 
Product 2: Title: cables to go 40316 velocity hdmi high definition multimedia interconnect
Brand: cables to go
Description: connector on first end 1 x male hdmi connector on second end 1 x male hdmi cable type hdmi cable length 9 84 ft compatible with projection tvs a v receivers displays and digital audio video sources

Answer with 'True' or 'False'.",False.,False
139,False,"Are the following two products the same?
Product 1: Title: cables to go 02300 ieee 1284 db25 male to centronics 36 male parallel printer cable 6 feet 1 82 meters beige
Brand: cables to go
Description: to enjoy the increased data rate and two way communication of your ieee 1284 compliant printer or scanner you need a cable with high quality connectors and a specialized wire type our cable exploits this technology to enable high speed bi directional
Product 2: Title: cables to go 40316 velocity hdmi high definition multimedia interconnect
Brand: cables to go
Description: connector on first end 1 x male hdmi connector on second end 1 x male hdmi cable type hdmi cable length 9 84 ft compatible with projection tvs a v receivers displays and digital audio video sources

Answer with 'True' or 'False'.",False.,False
140,False,"Are the following two products the same?
Product 1: Title: cables to go 30504 usb 2 0 to ide or serial ata drive adapter black
Brand: cables to go
Description: externally connect one 2 5in 3 5in or 5 25in ide atapi or sata drive to your computer via usb 2 0
Product 2: Title: cables to go 40316 velocity hdmi high definition multimedia interconnect
Brand: cables to go
Description: connector on first end 1 x male hdmi connector on second end 1 x male hdmi cable type hdmi cable length 9 84 ft compatible with projection tvs a v receivers displays and digital audio video sources

Answer with 'True' or 'False'.",False.,False
141,False,"Are the following two products the same?
Product 1: Title: cables to go 26886 usb to db9 male serial adapter blue 0 45 meters 1 5 feet
Brand: cables to go
Description: cables to go port authority usb to db9 serial adapter 26886 cable adapters
Product 2: Title: cables to go 40316 velocity hdmi high definition multimedia interconnect
Brand: cables to go
Description: connector on first end 1 x male hdmi connector on second end 1 x male hdmi cable type hdmi cable length 9 84 ft compatible with projection tvs a v receivers displays and digital audio video sources

Answer with 'True' or 'False'.",False.,False
142,False,"Are the following two products the same?
Product 1: Title: cables to go 08075 db9 m f null modem adapter
Brand: cables to go
Description: cables to go null modem adapter 08075 cable adapters
Product 2: Title: cables to go 40316 velocity hdmi high definition multimedia interconnect
Brand: cables to go
Description: connector on first end 1 x male hdmi connector on second end 1 x male hdmi cable type hdmi cable length 9 84 ft compatible with projection tvs a v receivers displays and digital audio video sources

Answer with 'True' or 'False'.",False.,False
143,False,"Are the following two products the same?
Product 1: Title: cables to go 02803 db25 male to c36 male parallel printer cable beige 25 feet 7 62 meters
Brand: cables to go
Description: get a reliable connection between your pc and uni directional dot matrix or older laser printer tough enough for use in industrial settings fully molded for excellent strain relief this cable also provides excellent foil shielding to protect valuable
Product 2: Title: cables to go 40316 velocity hdmi high definition multimedia interconnect
Brand: cables to go
Description: connector on first end 1 x male hdmi connector on second end 1 x male hdmi cable type hdmi cable length 9 84 ft compatible with projection tvs a v receivers displays and digital audio video sources

Answer with 'True' or 'False'.",False.,False
